    xe         ye         ze        pxe        pye        pze
4.17118692 4.00939465 88.05147552 -0.00159143 0.06325421 0.01191682
3.75065064 4.03448868 88.30607605 -0.05119586 -0.04451304 0.07193165
4.22782040 4.14055538 88.00551605 -0.23539422 -0.01786200 -0.00364126
3.92006660 4.11366177 88.29959869 -0.00680564 0.10688548 0.07647845
4.00365877 3.83684874 88.19528198 -0.01678735 0.05101942 0.05486947
3.87624907 3.96025252 88.03922272 0.04554781 -0.02451238 0.01110052
4.14866734 3.99238658 88.01537323 -0.09588838 -0.11622582 0.00510664
3.75307369 3.78778791 88.34507751 0.03110435 0.02591619 0.11094929
4.15327024 4.03046989 88.26131439 0.11086585 0.06450882 0.08706973
3.90831733 3.93569946 88.47769165 0.03990435 -0.04655031 0.15058914
4.18131542 4.21099567 88.04981995 -0.02133460 0.05234231 0.02363760
3.99748707 3.94273853 88.11005402 -0.01264760 -0.03060941 0.05391841
4.06781530 3.77963924 88.21120453 -0.05774973 -0.02954030 0.11238057
4.06258631 3.80495095 88.04167938 -0.01586662 0.01381222 0.08372431
4.63090038 4.21256542 88.19305420 0.04285163 0.10730281 0.01324449
4.58330154 4.19972467 88.11798096 0.04612785 0.06426958 -0.05972423
4.47790289 4.32514811 88.33762360 0.06173070 0.02528397 -0.05969862
4.60512161 4.12848997 88.17827606 0.08189128 0.10701508 -0.06833040
4.54361486 3.82790136 88.12361145 0.03946064 0.09412599 -0.00338102
4.83749151 3.94441056 88.39994812 0.00240220 0.11463384 -0.06923296
4.63837099 3.76547909 88.18929291 0.13342914 0.03957408 -0.06505415
4.57285404 4.29785156 88.39033508 0.03836472 0.07231399 -0.05359996
4.76066875 3.78179693 88.30012512 0.11631213 -0.03742434 -0.08382151
4.51045179 4.15317011 88.04606628 0.12241837 -0.00696080 -0.06837473
4.75045300 4.30624485 88.48308563 0.05607452 0.00190575 -0.09957715
4.64537191 4.15070915 88.42839813 0.13296299 0.12756191 -0.01407262
4.68323803 3.98828554 88.49954987 -0.02221237 0.13442880 -0.14006905
4.61260748 4.25274134 88.24381256 0.00266984 -0.00134231 -0.06234589
4.91251421 4.15319920 88.12754822 0.03533905 -0.01986702 -0.03146803
4.52729893 4.32553339 88.34281158 0.00024884 0.12654534 0.01549998
4.52744722 3.81135559 88.44683075 0.01603862 -0.03868538 -0.00031309
4.98790550 4.07055902 88.23934937 0.08409547 -0.04265356 -0.01287375
4.44320011 4.18943310 88.35460663 -0.02101645 0.04395705 -0.10394818
4.76566410 3.80466533 88.35541534 -0.00607526 -0.01825142 -0.03468224
4.76950693 4.23023176 88.49914551 0.03314283 -0.02134150 -0.08930511
4.84805870 4.32320452 88.11282349 0.02770588 -0.00799983 0.01742757
4.53527308 4.28660679 88.21458435 0.01234647 -0.01665839 -0.03225170
4.55875778 3.95198631 88.27026367 0.03801803 -0.06615927 -0.04003671
4.99740124 3.89606929 88.37818909 0.05712883 0.02669256 0.02557108
4.98350239 4.19386435 88.30494690 0.10232323 -0.08191682 -0.07918216
4.43678427 4.30672216 88.31297302 -0.06642830 0.15197736 -0.11766329
4.58763218 4.01686525 88.22057343 -0.06507383 0.06588499 -0.04679004
4.51880836 3.96985006 88.13352203 -0.08492276 0.08268075 0.02723077
4.44962883 3.77027297 88.24052429 0.10860810 0.05504863 0.05770115
4.93935680 3.88866162 88.40528870 0.08359085 -0.02840329 0.08745880
4.61627865 3.97321081 88.09770203 -0.07879088 0.01786714 -0.02176053
4.44782829 4.25655270 88.29968262 -0.11679662 -0.02202578 0.03981033
4.49637508 4.10893917 88.19993591 0.07389510 0.02503447 0.07679517
4.57966995 3.88085771 88.42647552 -0.07853018 0.05170812 0.15346749
4.77313566 3.95876622 88.12553406 -0.09613796 -0.07092211 0.01431316
4.82919693 3.97299623 88.42156219 -0.08959122 -0.12469772 -0.00449065
4.84529161 3.84284496 88.04423523 -0.09699640 0.01089674 -0.00481464
4.90296984 4.35197592 88.30977631 -0.07820347 0.06461237 0.07385245
4.92934513 3.85670877 88.44940186 -0.08239947 -0.01020792 0.00244767
4.37958956 3.80204225 88.05865479 0.07725309 0.05517444 0.12297720
4.59941530 4.17726898 88.02404022 -0.09223686 -0.09110369 0.22035763
0.54076481 4.58521509 88.05525208 -0.02384157 0.07783757 -0.00040924
0.40204746 4.90699053 88.41468811 -0.00097561 0.05587028 -0.00934139
0.43945095 4.54630327 88.40753174 -0.08006988 -0.01347767 -0.02555315
0.37526974 4.84274912 88.47083282 -0.15847392 0.12447738 -0.01089220
0.48874000 4.61427593 88.30105591 -0.15664828 0.03068849 -0.04217563
0.04011183 4.59651089 88.05282593 -0.01711715 0.00412969 -0.03680363
0.39228323 4.54944038 88.46743011 -0.02089711 0.08737996 -0.08622289
0.53917152 4.96689606 88.08670807 -0.09620110 0.03538136 -0.04307860
0.43154672 4.49037361 88.00730133 -0.07731403 0.06584331 -0.05877639
0.14387758 4.84506083 88.14759064 -0.05214827 0.11502469 -0.08473282
0.56448394 4.98368168 88.20111084 -0.03569065 0.13921483 0.00712222
0.47171977 4.92311478 88.12722015 -0.06634032 0.01644022 -0.17660719
0.62217635 4.68312263 88.00900269 -0.20828077 0.03193584 -0.10926686
0.47350541 4.97524595 88.46607208 -0.07615221 0.04428304 -0.17478926
0.33362088 4.83533430 88.24671936 -0.00147946 0.03141345 0.00495741
0.38830820 4.45034933 88.30437469 0.02261990 0.12769708 0.00977116
0.46682748 4.66825008 88.17561340 0.04130673 0.06597579 -0.03387349
0.25008765 4.42226505 88.00181580 0.01970581 -0.05173496 -0.01371462
0.04235493 4.66646004 88.42394257 -0.04381348 0.01268934 0.03518215
0.18607345 4.90232706 88.43714142 0.02007966 0.00323078 0.00866206
0.24264047 4.98130655 88.35250092 -0.04224895 0.04893941 0.02698266
0.42584646 4.43404579 88.08992767 0.04843919 -0.05088374 -0.11179812
0.51224947 4.73719454 88.00611115 -0.09459071 0.15413564 -0.00073202
0.16888855 4.40685415 88.42632294 -0.05622404 0.10830422 0.06027183
0.37940973 4.56726789 88.34441376 0.04405237 -0.03337368 0.03348701
0.01077806 4.59573555 88.30308533 -0.09469716 0.04785385 0.04270057
0.53696114 4.82545662 88.08321381 0.08012107 -0.00931865 0.00957242
0.51149261 4.41223955 88.16059875 0.08117354 0.04371150 -0.00921520
0.09154835 4.76160765 88.05856323 0.00690173 -0.03635167 -0.02132351
0.41635579 4.98145962 88.36637878 0.07396561 0.02535512 0.01542698
0.33207816 4.75555992 88.32703400 -0.03026592 -0.05301102 0.00145397
0.47711107 4.60071135 88.08843231 0.05899908 -0.08330344 -0.12030969
0.47549999 4.52766752 88.39636230 -0.10465633 -0.06434809 0.07001817
0.54911220 4.74289036 88.26029205 0.07760967 0.08685016 0.05770567
0.52502972 4.53751612 88.09201813 -0.02338290 -0.11318140 0.00816970
0.43472111 4.70082951 88.29977417 -0.16374810 -0.06032154 0.06904045
0.10125013 4.90034676 88.18014526 0.01392442 0.05540676 0.03626256
0.59300214 4.75600100 88.03341675 -0.01196688 -0.06976053 -0.07434289
0.60129386 4.90831995 88.33501434 0.07171511 -0.02885007 0.03071174
0.12699395 4.63096189 88.03652191 -0.13940641 -0.04806888 0.00282067
0.11588051 4.75998878 88.12828827 0.02938652 0.03472643 -0.08616053
0.19555159 4.56089926 88.38949585 0.04420078 -0.00764748 0.07874501
0.44340786 4.79834223 88.49196625 -0.03433590 -0.06388369 0.03348351
0.41290432 4.49787998 88.13395691 -0.07440881 -0.06294113 0.03881582
0.50995857 4.63035822 88.39239502 -0.01013638 -0.12082275 -0.00849001
0.09760895 4.91279268 88.24634552 0.03138471 -0.01287994 0.05066521
0.20786889 4.97706413 88.23703766 -0.04352750 0.05788894 0.09509264
0.37858266 4.95909357 88.15938568 0.07672538 0.01501261 0.06742455
0.25440565 4.93427467 88.01461029 0.01422719 -0.03484848 -0.04514521
0.57665080 4.87081528 88.06446075 0.00546722 0.06580412 0.03108579
0.14376481 4.69262362 88.05840302 0.06906712 -0.03692861 0.00064394
0.53501588 4.48707676 88.19863129 0.06602868 -0.00732821 0.11180681
0.48121557 4.54409170 88.12755585 -0.05214370 -0.14155215 0.07074504
0.09036703 4.76686525 88.22614288 0.04953376 0.00500955 -0.05291205
0.06048501 4.72237539 88.35732269 0.03108655 0.05695565 0.17545661
0.27492717 4.71650839 88.02793884 -0.01316842 -0.12600225 0.02372068
0.09872241 4.57109976 88.18383026 0.11128807 0.02547854 0.01422497
0.01460759 4.70483875 88.46660614 0.01596251 -0.14037819 0.01372112
0.23244213 4.92491293 88.14280701 0.03100104 -0.09466576 -0.01643853
0.04039577 4.85934782 88.26838684 0.11177856 -0.04714375 -0.03552517
0.08958337 4.42169046 88.03078461 -0.01469319 -0.02806888 0.05256526
0.16851163 4.99360323 88.26947021 -0.02000670 -0.10734446 0.17532000
0.92743862 4.91960335 88.46424103 0.02838402 0.08733840 -0.00866397
0.82472110 4.40350533 88.48101807 -0.04453337 -0.02317596 -0.00895915
0.67952716 4.41385317 88.05075073 -0.00414618 0.05224015 -0.03464928
1.04794133 4.87181044 88.38168335 -0.03659830 0.00002499 0.02578468
0.88498580 4.94975185 88.44815826 -0.02416997 0.00951270 0.00255113
1.07624137 4.72336197 88.22434235 -0.05419513 -0.01122186 0.01533738
1.08877468 4.45671272 88.32820892 -0.08341647 -0.01146486 -0.01178711
1.21878743 4.62240648 88.24237823 0.04026334 0.01239135 -0.04866169
1.05913758 4.52915525 88.27233887 -0.04260533 0.00593305 -0.02728075
0.87403429 4.71525717 88.10849762 -0.01505696 0.12031672 -0.10078878
0.94811761 4.45302439 88.49472809 0.01327265 0.04429447 0.01166593
0.96200830 4.76279068 88.10263824 0.04524973 0.07756120 -0.02071129
0.89904624 4.71586466 88.12437439 0.04977772 0.02486411 -0.03723090
0.72177303 4.38240290 88.27165222 0.01913257 0.05438733 -0.12032692
1.02786708 4.86958504 88.32034302 -0.06138270 0.12227623 0.02279770
1.13313544 4.77028275 88.14407349 0.07931297 0.03644859 -0.11282162
1.18311226 4.93919945 88.40309906 0.09572367 0.04334907 -0.04220196
0.80180705 4.90938282 88.41607666 -0.00533716 0.00731343 0.03624964
1.08486462 4.76048994 88.20290375 0.09572380 0.05320346 -0.01913077
0.93096614 4.50514364 88.41147614 0.04174656 -0.05800721 -0.05123813
0.84731686 4.71299314 88.45886993 0.00170005 -0.00499118 0.04638341
0.87066668 4.41360664 88.47644806 0.00673618 -0.03183192 0.04527372
0.64513612 4.52238894 88.38461304 0.07956479 0.13523012 -0.09135932
1.05358648 4.57119465 88.05999756 0.08381829 -0.06770743 -0.07518215
0.73448950 4.40434027 88.35865021 0.01140120 0.03057205 0.04397327
0.99329871 4.80985641 88.22840118 0.02601270 0.01387064 0.04912486
0.85580659 4.98291111 88.00672150 0.06397457 -0.00604071 0.00470420
0.62974685 4.66902113 88.31967163 0.03301964 -0.10011451 -0.03643713
0.71478355 4.93281555 88.42453766 -0.01826809 0.13909321 0.12846433
0.72895247 4.43245411 88.09753418 -0.15825394 0.05076641 0.03530771
0.68218935 4.83014107 88.13810730 0.06733456 -0.07798179 -0.09599502
0.83876097 4.81496334 88.34876251 0.00499991 -0.09222770 -0.11386874
0.78278148 4.89505386 88.34997559 -0.02044920 -0.07158733 -0.04036788
0.63460720 4.92772341 88.00101471 0.02043686 -0.09867532 -0.11736754
0.90790063 4.90730810 88.45291138 0.08929868 -0.13062127 0.07801121
1.19928098 4.92400122 88.30986023 -0.03049981 -0.08493686 0.08205120
1.07490587 4.96685505 88.16230774 -0.08643194 -0.07946566 -0.08995032
0.66321433 4.43073654 88.03386688 0.05955902 0.01493506 0.08586030
1.12777448 4.40815687 88.03630829 0.00777122 -0.03069913 0.09669492
1.83199644 4.75660086 88.37077332 -0.03287021 0.01848114 0.02559857
1.53588891 4.73384142 88.48641205 0.01850460 0.09315014 0.02349792
1.73745573 4.75573683 88.18959808 -0.03986628 0.01170444 0.00915235
1.80502772 4.77012968 88.12572479 0.02458870 0.05877123 0.01782460
1.45222867 4.87741089 88.13898468 -0.05560491 0.06985559 -0.00270432
1.44779122 4.54195786 88.36348724 -0.07114728 -0.00419270 -0.04737141
1.55998886 4.91654825 88.09191132 0.02214296 0.03654208 -0.06248831
1.66653824 4.89953899 88.47624969 0.03899660 -0.01460876 -0.02186234
1.50181794 4.71884394 88.01533508 0.02586879 0.07000428 -0.07658573
1.57640874 4.83370256 88.20554352 0.04465951 0.01177117 -0.07177182
1.73274732 4.83892536 88.31873322 0.06581774 0.11870214 -0.10125506
1.30435681 4.76039457 88.01351929 -0.05168615 0.02068453 -0.10241960
1.46310782 4.72868395 88.41140747 0.04383085 0.00251141 0.05020029
1.86046207 4.62620497 88.40229034 0.09631800 0.09770035 -0.01259051
1.37016273 4.46742630 88.31063843 -0.05841924 0.15482338 -0.00821307
1.46393967 4.90554476 88.40738678 -0.13373663 0.04434637 -0.05642767
1.75009084 4.39983892 88.18458557 0.05346664 -0.04884870 -0.09696617
1.25631261 4.46790552 88.14786530 -0.03195111 0.18987416 -0.05696320
1.31342924 4.91261816 88.18943787 0.04280760 0.00589276 0.01686731
1.50851583 4.91342354 88.02507019 0.05060565 0.07561512 -0.00456238
1.69863892 4.48474789 88.23310089 0.06611312 -0.00799350 0.03191021
1.39457607 4.87696695 88.42526245 0.12537569 0.03924829 0.01318745
1.30219829 4.47580862 88.18508911 0.10378992 0.02050384 -0.01535383
1.34811819 4.43390942 88.36448669 0.15005690 -0.07485022 0.00028838
1.83796716 4.59616661 88.47640991 0.03878824 -0.03485483 0.06920921
1.70728135 4.61212683 88.17617035 0.06651887 -0.07327016 -0.11974595
1.36342859 4.81942463 88.40184784 -0.07683808 -0.00144482 0.06938366
1.86175609 4.60364723 88.46003723 -0.02363501 0.05774382 0.08274174
1.56891692 4.43270636 88.45798492 -0.01250460 -0.10794592 0.04731345
1.49907279 4.63887119 88.43876648 0.10772887 -0.06397829 -0.07690783
1.76690269 4.51081228 88.22828674 -0.00576898 -0.08721626 0.05602372
1.79109085 4.86016560 88.11597443 0.09752294 -0.04053242 0.01129425
1.31570327 4.41446257 88.42778015 -0.05093690 -0.08976187 0.10439850
1.46180117 4.61650610 88.46527100 0.00462246 0.07896581 0.11331920
1.57142675 4.43960619 88.43656158 0.01461617 -0.15919136 0.08807919
1.28873181 4.51943684 88.28000641 0.08548658 -0.16766651 0.01140409
1.42810261 4.41562080 88.23567200 -0.02165984 0.03443658 0.07524072
1.55212402 4.65333033 88.17697144 0.15777892 0.03446778 0.06543404
1.52649701 4.88417196 88.05718231 0.05447812 -0.05534939 0.01788251
1.47908807 4.97710943 88.15850067 0.07806322 0.09402931 0.06343462
1.58226657 4.96923113 88.44164276 -0.01567899 -0.01271988 0.01218661
1.56814396 4.86956596 88.44989014 -0.17373930 -0.06648955 -0.03327811
1.66573215 4.86115789 88.26407623 -0.06056959 0.02895245 0.15571424
1.74859810 4.56978941 88.27259064 0.06174096 0.04935079 0.15167084
1.35236979 4.96734238 88.11191559 0.05738105 0.00177944 0.07531314
1.47532809 4.54231310 88.16593933 0.13420802 0.01933515 0.09092547
1.38116324 4.81057119 88.17931366 0.00545381 -0.04231210 0.11171366
1.61990154 4.38077021 88.04956055 -0.10246585 0.02387713 0.03525826
1.44417799 4.99084663 88.45394135 0.06304652 -0.00326257 -0.08604884
1.71756244 4.93899155 88.07565308 -0.01241202 0.02233904 0.05598255
1.52377212 4.83804274 88.04830170 0.05147076 -0.03250946 0.04452096
1.64838457 4.90122747 88.20971680 -0.02017949 -0.13048668 -0.02428357
1.65865111 4.57209539 88.08626556 0.06414832 -0.02078348 0.10666319
1.30208349 4.57747602 88.16929626 0.05872577 -0.05292119 0.18679368
1.76384306 4.92786932 88.07720184 0.03318369 0.13986880 0.11991701
1.78406823 4.58040094 88.05979156 0.03725915 -0.13658014 0.10984469
1.51455688 4.74873304 88.04614258 -0.07088604 0.08709750 0.20195247
1.59936261 4.44493866 88.02616882 -0.09438113 0.03507653 0.18612300
2.13290429 4.54925537 88.20525360 -0.00374980 0.05604783 0.01207859
2.43245268 4.97442198 88.46318817 -0.01642786 0.09430366 0.02129115
2.15708542 4.99142218 88.32937622 0.00502146 0.04661732 -0.00216816
2.01476264 4.78377533 88.36790466 0.00626418 0.01055122 0.03138339
1.92416453 4.97440529 88.34557343 0.06850066 0.02326511 0.00362859
2.14165854 4.72029686 88.27404022 -0.00201158 0.01355254 -0.04122750
1.92586076 4.38111305 88.22663879 0.01731651 0.03924700 -0.01868794
2.01199222 4.51618481 88.22042847 -0.06764086 0.02693653 -0.05982266
1.90007615 4.84101963 88.49079895 -0.02186251 0.00948336 -0.03694882
2.40273094 4.90678978 88.28955841 -0.02655718 0.20882948 -0.09282321
1.99858725 4.66199303 88.36542511 0.02882486 0.09817164 -0.13275939
2.20016336 4.67448950 88.03757477 0.01567224 0.05926007 -0.12703367
2.12726474 4.38907194 88.26385498 -0.04931351 -0.01643632 -0.07430671
2.27952671 4.92441988 88.16851807 -0.04994654 0.07113883 -0.19134586
2.00098729 4.96928787 88.05583191 0.07249888 0.04949269 -0.02968350
1.93440652 4.95319986 88.37186432 0.08636458 0.10203491 -0.00918449
2.11996365 4.42208385 88.46994019 0.07781708 0.10535786 -0.04318785
1.96533668 4.64001560 88.18707275 -0.10080142 -0.00950545 -0.00932876
2.15097761 4.48246479 88.43252563 0.06613790 0.00220849 -0.03410159
2.35728765 4.54276800 88.29521179 0.12416355 0.07406511 0.00073593
2.09479737 4.53931046 88.42375183 -0.22905898 0.04500640 -0.01649313
2.43691039 4.73918533 88.39118195 -0.02735594 0.09882426 -0.00226965
2.48355746 4.94288063 88.33841705 0.09656731 0.00003348 -0.07351584
2.48161292 4.71062279 88.35816193 -0.02713514 0.03957105 0.02906166
2.11014056 4.64691353 88.04235840 0.12009499 -0.05241887 -0.01162534
2.47246885 4.56431961 88.35814667 -0.05185634 -0.04423311 -0.14040317
2.31671238 4.83057070 88.10379791 -0.18223913 -0.00584779 -0.15333691
2.20015073 4.69596815 88.29237366 0.08082003 -0.04186839 0.01778881
2.25846815 4.64688349 88.42630768 0.04482504 0.03331704 0.06026600
2.19003224 4.37924528 88.42733765 -0.01716071 -0.08437824 0.02546294
2.12813401 4.94528246 88.36882019 0.00558701 0.00565165 0.05293445
2.19871736 4.45419073 88.33425140 -0.15803021 -0.06951787 -0.03491655
2.33577013 4.87915945 88.41060638 -0.11891381 0.01063882 0.07780045
2.24373722 4.80996656 88.02569580 0.14946474 -0.04632089 -0.00920299
2.44037223 4.79191494 88.40465546 -0.08054024 -0.02832250 -0.03265946
2.05840874 4.45027065 88.21745300 -0.07895234 0.03954751 0.04278224
2.04473019 4.86946726 88.11671448 -0.03331428 0.04239788 0.02593119
2.24043655 4.86646700 88.49503326 0.07108307 0.02680817 0.13626604
2.30435109 4.75531387 88.46356201 -0.02232461 -0.06839671 0.01461974
1.94951296 4.82144356 88.34535217 -0.00242627 0.03555828 0.11206856
2.40699339 4.80002022 88.07122803 0.03593066 -0.07453028 -0.10458472
2.28360796 4.91915512 88.14282227 0.21822962 -0.03271998 -0.07614572
2.48573732 4.81114292 88.23366547 0.07043485 0.02390302 0.09558058
1.89218271 4.96867657 88.29470825 0.00447222 0.00396409 0.10690109
2.46305275 4.75048161 88.04943848 -0.08425245 0.12117834 0.00989223
1.89701271 4.79068041 88.14376068 -0.06898960 0.11013949 0.08113278
2.15148044 4.92844820 88.23722076 0.04509376 -0.05428338 0.03818652
2.10685277 4.94779205 88.10721588 0.05806883 0.07002132 0.09789792
2.34085464 4.66642046 88.04528046 -0.05985767 -0.03491724 0.03408585
2.42687440 4.88875818 88.18213654 -0.00517960 -0.14215174 -0.03755688
2.03133678 4.87167501 88.14714813 0.01196809 -0.16317317 0.00425716
2.03550601 4.59920835 88.10653687 0.05867506 0.03404467 0.11435075
2.10855317 4.95499754 88.08233643 0.02161115 -0.12562910 -0.05105649
1.94034863 4.96854830 88.31629944 -0.15240109 -0.05524153 -0.18004349
2.36402130 4.97818804 88.13469696 -0.19420019 -0.05085651 0.06111639
1.99077415 4.91338873 88.03196716 0.09173010 0.02152205 0.08099023
1.94987428 4.89117336 88.06404877 -0.05014212 -0.02757036 0.09285689
2.44871116 4.97071934 88.45590973 -0.06392534 -0.09555724 0.14878616
2.61430287 4.38058615 88.26496124 -0.01745639 0.05403959 -0.04430722
3.01943779 4.88901901 88.06643677 0.07203349 0.02007347 -0.00922451
3.06719971 4.66251945 88.13623810 -0.01217237 0.07000340 -0.06693716
2.65949035 4.52804184 88.11718750 -0.00978736 0.05618149 -0.07752072
3.08813691 4.73787212 88.08648682 -0.04205773 0.04249543 -0.07346578
2.95282149 4.69386196 88.44377136 0.00138542 0.00171132 -0.02741981
2.52032709 4.72500992 88.11125183 0.06992415 -0.02366015 -0.02867777
2.93819547 4.83305311 88.13715363 -0.01757545 0.12529741 -0.07877485
2.52255034 4.96106768 88.31701660 -0.01883703 0.02132146 -0.08032753
2.77447939 4.50407934 88.13688660 0.01070477 0.03392567 -0.11174870
2.53698635 4.83884907 88.00708008 -0.12475542 0.09111813 -0.05190115
3.02676988 4.52251387 88.28496552 -0.05398980 -0.02626956 -0.02835595
2.94468117 4.46466064 88.22940063 0.10795567 -0.03689591 -0.00419943
2.53582668 4.63370275 88.33880615 0.09926389 0.00419491 -0.07396592
2.58765054 4.56812572 88.28445435 -0.07262706 0.03738928 -0.00330130
2.78745675 4.44337463 88.13125610 0.05181957 -0.03549965 -0.05218311
2.70636630 4.56086397 88.23258972 0.04280088 -0.02638928 -0.03536278
3.07895684 4.51728535 88.21666718 -0.00000841 -0.04805052 -0.00515556
2.61134219 4.55843878 88.27255249 -0.06552375 -0.03773187 -0.02448054
2.83822298 4.74306822 88.44937897 -0.00167952 0.10654837 0.02608885
2.94369960 4.46116972 88.07630157 0.16222098 -0.06569400 -0.08772669
2.77188516 4.72956467 88.45368958 0.03853225 -0.02377961 0.05525789
2.76412559 4.73786306 88.13675690 -0.06748226 -0.02871124 -0.05984998
3.11091924 4.39534998 88.14221954 0.08525278 -0.07982212 -0.14914694
3.06139565 4.67647028 88.16522980 -0.16866334 -0.04804282 -0.06584398
2.60406280 4.67492771 88.24240875 -0.07212365 -0.03780701 -0.04870049
3.09975266 4.85357618 88.37390137 -0.09576963 -0.02629430 -0.12462786
2.78463364 4.52524710 88.41536713 0.03585082 0.03630951 0.04778639
3.11830902 4.76341438 88.34288788 0.05232318 -0.00365623 0.05484665
3.06935406 4.48101044 88.19673157 0.07666928 -0.07659705 0.02831540
2.90797138 4.95134926 88.46430969 -0.10787793 -0.01337981 -0.08944300
3.06939721 4.43282366 88.01773834 -0.14288446 -0.10505692 -0.08718071
2.99680996 4.41966820 88.29101562 -0.01749652 0.02721670 0.04201195
2.58277750 4.58571053 88.05380249 -0.11518160 -0.08516849 -0.06080456
2.95066977 4.97705984 88.31587982 -0.03468872 -0.01264359 0.07407945
2.71991730 4.49052763 88.26533508 -0.06594528 -0.05159434 0.04849426
2.97926164 4.67589808 88.14869690 0.05320320 -0.08596814 -0.02121694
3.06064153 4.55352306 88.18285370 -0.12002444 -0.14281495 -0.00051989
3.00087881 4.80206108 88.32477570 -0.07094904 -0.07491978 -0.00928772
2.77475595 4.69634819 88.31198883 -0.14118007 -0.10782845 -0.16163346
2.61316729 4.73193169 88.44577026 -0.08985258 0.00939520 0.13871516
2.91426897 4.75129652 88.36019135 0.05700364 -0.11632527 0.08147985
2.82412696 4.77825546 88.04492188 -0.03216293 -0.12416508 0.00970029
2.83581281 4.88626623 88.49211121 -0.09177155 -0.06976026 -0.04067903
3.01058984 4.39807081 88.19150543 -0.10340530 0.04925721 0.11787695
2.86700082 4.81240273 88.49140167 0.09135004 -0.12320806 -0.10903761
2.64645433 4.83569956 88.23871613 0.01315202 -0.12383493 -0.03813360
3.05468965 4.48894835 88.13034821 -0.04957350 -0.04572366 0.08003306
2.82280612 4.80672312 88.18982697 -0.04675920 -0.05268257 0.14180827
3.00691748 4.93316317 88.20970917 -0.01868284 -0.05465608 0.02315847
3.06393242 4.89770031 88.37206268 0.03350739 -0.13588969 0.01853762
2.50884104 4.95913601 88.45574188 -0.02845790 -0.06972017 0.05289477
2.90406561 4.96459293 88.23973846 -0.17944956 -0.05774970 -0.07321782
2.83060455 4.99901009 88.05236816 -0.06020451 -0.07382867 0.00452641
3.37989044 4.87745810 88.25268555 0.03416684 0.13841300 -0.01917937
3.45418596 4.83084583 88.04444885 0.04372132 0.07573712 -0.08380954
3.19840717 4.92687416 88.48526764 -0.00654887 0.04781696 0.01807923
3.15284586 4.98103666 88.09503937 -0.02413949 0.09776699 -0.03415980
3.31158638 4.39655590 88.08154297 0.05791477 0.00900921 -0.05545850
3.21699882 4.74374580 88.37123871 0.01144437 -0.00529373 0.00556805
3.32836795 4.62288332 88.27899170 0.08262300 0.08491380 -0.06882364
3.71171498 4.71358204 88.33671570 -0.01021405 0.02746703 -0.06476769
3.31811905 4.84076023 88.15569305 0.06454186 0.03130059 -0.07589146
3.32201576 4.86888409 88.44539642 -0.00311559 0.07302086 -0.06209553
3.50233889 4.86827374 88.35773468 -0.00838729 0.09443062 -0.10467335
3.23524356 4.78375769 88.07775116 0.03539176 0.03335792 -0.14532554
3.70709395 4.73605967 88.12386322 -0.06857277 0.01565628 -0.00208279
3.29759502 4.87061596 88.19170380 -0.09392012 0.09420270 -0.00082791
3.28383803 4.54552460 88.46981812 -0.01510612 0.10213342 0.01414212
3.19651246 4.90224981 88.38416290 0.05863384 -0.00552585 -0.07579820
3.24849057 4.79626226 88.45996094 0.04311416 0.11748092 0.01424685
3.50197291 4.40629721 88.17317963 -0.04837634 -0.03716827 -0.02288199
3.38936162 4.54236698 88.42477417 -0.04941879 -0.02489319 -0.06158878
3.12672853 4.56421661 88.25639343 -0.07795475 -0.04274155 0.00439921
3.61174917 4.68902874 88.48238373 0.07229214 -0.02745127 -0.03968619
3.58568549 4.83400869 88.39805603 0.00172977 0.01162057 0.03632695
3.37428355 4.71916342 88.11405945 -0.06472269 -0.03457272 -0.08527948
3.23615623 4.44776392 88.48123932 0.04173882 0.00083083 0.04716892
3.74296260 4.59844160 88.03929138 -0.17571260 0.03163132 -0.01332896
3.14000750 4.81335640 88.37982941 -0.00046763 -0.02765649 -0.02166891
3.15554523 4.51500273 88.45510864 0.12394489 -0.07065812 -0.02054299
3.69773388 4.54378891 88.28258514 0.03305940 -0.06678825 0.00090893
3.59096813 4.46962166 88.19239807 0.09250461 -0.09904871 -0.00359359
3.16646600 4.43953848 88.48352051 0.06243978 0.09050956 0.08448199
3.71541858 4.81474686 88.13935852 0.09820762 -0.04686487 -0.01204812
3.26236916 4.48928165 88.20755005 -0.08767214 0.08196438 0.04120675
3.57936764 4.44046021 88.03111267 0.05871443 -0.14154260 -0.01822580
3.74626994 4.56075716 88.22856140 -0.10305866 -0.05421502 0.06839105
3.37373018 4.73678350 88.31890869 -0.04278103 -0.10172651 -0.05143714
3.44197583 4.48361063 88.13554382 0.06133366 0.03584130 0.04832379
3.48657870 4.86981678 88.29244232 -0.00975420 -0.05516250 0.11021343
3.35450459 4.89340401 88.46576691 -0.09771006 -0.07146963 0.07502355
3.37866759 4.61362886 88.17554474 0.10502933 -0.05360681 0.10061766
3.19808626 4.79317427 88.10435486 -0.03992412 0.00683726 0.07937591
3.42526746 4.46103621 88.20025635 0.03583699 0.18307632 0.17567994
3.35925531 4.96939945 88.33204651 -0.04347124 -0.03859514 -0.09769481
3.48920178 4.94423246 88.18743134 0.04682992 -0.08372710 0.00698559
3.62491512 4.75829887 88.03996277 -0.14017472 0.10608295 0.08026411
3.20812869 4.98381233 88.33026886 -0.06365792 -0.06162544 -0.00869890
3.73914647 4.44932652 88.00293732 -0.08200333 0.04292360 0.05444990
